title,content,poster_path,cluster
Thuramukham,"Thuramukham Crime, Action, Drama The Harbour shows how two brothers end up on opposing sides of this system. One becomes the leader of an employer’s gang of thugs, while the other becomes an activist. All the while, the women in their family go hungry and the community is ravaged by violence and alcoholism. ml",/rQ2lPXyAwm0c5Sre9xyvnTPEt0Z.jpg,3
Anugraheethan Antony,"Anugraheethan Antony Romance, Fantasy A happy-go-lucky Antony disappoints his Dad who was a teacher, so his Dad brings home 2 puppies to insult Antony and show him how thankful Dogs are. Antony despises the Dogs and never leaves any chances to trouble them ml",/8MNVm3Nitdqv4wCRdpBNehR1e2C.jpg,7
Hacked,Hacked Thriller A young woman finds her life turned upside down when she rejects the advances of a teenage hacker. hi,/7DJdpaqWMznsZbh6jaKxDTGoSjw.jpg,5
The Priest,"The Priest Drama, Horror The culprits behind multiple deaths in a family over a few years are exposed, but there is more to it than meets the eye. ml",/210oalGelZ82pAjAVPJIA6SPNL1.jpg,8
V1 Murder Case,"V1 Murder Case Thriller, Drama, Mystery, Crime An intelligent forensic officer starts investigating a murder, but he faces a slew of challenges as he suffers from nyctophobia. Will he be able to solve the case? ta",/yMzSvOGjsON3xzLlj3P9vZAqtM2.jpg,2
Govinda Naam Mera,"Govinda Naam Mera Comedy, Drama, Romance An abusive wife, a hot girlfriend and a court case, Govinda Waghmare is just not able to catch a break. The icing on top of that horrible cake - a murder. hi",/c93pb87QTyMIdzV6ufUZSQfVMFi.jpg,9
Love Story,"Love Story Romance, Drama Revanth and Mouni dream big when it comes to their lives. But with their social standing and gender proved to be a hindrance, will they manage to find a way to let their love prevail? te",/zP9tXuxoPRpCJM0UxbxZUHYB83n.jpg,4
Gangubai Kathiawadi,"Gangubai Kathiawadi Crime, Drama, History Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in. hi",/wHPEKlzg7CaJFCjWlMdZKpCRIDl.jpg,5
Malik,"Malik Thriller, Drama, Action, Crime, Adventure A past ridden with crime, death and pain is recounted to Freddy, a juvenile criminal, who has been assigned to eliminate his estranged uncle Sulaiman, an aging patriarch, while behind bars. ml",/kFBvlw5oiHghwqraQNhqpljsg91.jpg,3
Uriyadi,"Uriyadi Comedy, Thriller Uriyadi is a Malayalam movie starring Aju Varghese and Manasa Radhakrishnan in prominent roles. It is a comedy drama directed by A J Varghese. ml",/j1hXOJDY0NR9Cu6EBSwwWSH1wZs.jpg,0
Jhund,Jhund Drama A retired sports teacher transforms a bunch of teenage slum goons into disciplined football players against all odds. hi,/A5rzrjzdzEuPX7Gcc4KphutBejj.jpg,7
Durmargudu,"Durmargudu Action, Thriller Durmargudu is a action thriller movie directed by Suneeth Jampa and produced by Rajuvamsee. The movie cast includes Vijay Krishna, Firdous Banu, Zara khan are playing in the main lead roles while Chinni Krishna scored music. hi",/IAWJVopcfo76B5u31MYpVNnJjG.jpg,0
Bunty Aur Babli 2,"Bunty Aur Babli 2 Comedy, Crime, Drama Bunty and Babli are forced out of retirement as a new pair of cons emerge, doing robberies in their name with their trademark sigil across India. hi",/9jsd1LOE2nuhJ7FT0m4jph5OIkn.jpg,7
Narappa,"Narappa Drama, Action Narappa is forced to flee into the forest with his younger son, Sinappa, after Sinappa murders an upper caste landlord to avenge his older brother’s death. And now Narappa must make more sacrifices and navigate a deeply unjust justice system to give his son a chance at future. te",/zEZDTXGoTsw9cLzLii6NUIuvpQ6.jpg,7
Ragala 24 Gantallo,"Ragala 24 Gantallo Thriller A couple fall in love and get married, but as soon as they are hitched, things begin to unravel. They discover each other's dark secrets and begin to realise that nothing is as it seems when it comes to their partners. te",/hjcynxjTbzjEuopohKWfJPQq0n5.jpg,7
FIR,"FIR Thriller, Action Irfan, an innocent Muslim chemical engineer with an ordinary life, is caught in inexplicable circumstances, when accused of being a most-wanted terrorist, that alter his life & everyone around him. ta",/gWzHTCh3ZCUsotpP7zyOBkb2bB7.jpg,3
Reunion,"Reunion Drama, Romance Reunion is an award winning Hindi War-Drama Feature film. Nineteen years after the events of the Kargil war, a displaced war veteran reconciles with his friendships and the love of his life. The critically acclaimed film won 'Best Feature Film' at the Asha International Film Festival from a collection of over 2000 films, and has been subject to various awards and worldwide premieres. hi",/3AaAzjbDtdT2sNCBeskmF6HMORr.jpg,9
Chhalaang,"Chhalaang Comedy, Drama Chhalaang humorously addresses the value of Sports Education in the school curriculum. It follows a hilarious, yet an inspirational journey of a typical PT Master from a semi government-funded school in Northern India, Montu, for whom it’s just a job and is forced to do what he has never done - Teach. hi",/AcWLGCxCMOeHs1vqMplBIzQ6ME5.jpg,7
Gauthamante Radham,"Gauthamante Radham Comedy Guathamante Radham revolves around Gauthaman and his journey of getting a driving license and, for the first time in the family, a car of his own. The relationship he builds with the car and the fortunes brought by the car. ml",/rCPFGKEoaAW695FjK3BqgQ9yvyT.jpg,10
Maidaan,"Maidaan Drama Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football, encapsulating the golden era from 1952 to 1962. hi",/eKbAVKQf6choCfasNWuYoSTOPBP.jpg,7
Naan Sirithal,"Naan Sirithal Comedy, Drama A man suffers from a condition where he laughs uncontrollably under stressful conditions and it causes a lot of trouble for him until he seeks a strong solution for it. ta",/tgOVTQbR5dPG3WlmFJOxaPtChE.jpg,7
Thappad,"Thappad Drama A young woman's life is shattered into pieces when her husband slaps her at a party, causing her to question what this relationship stands for. hi",/nSOgDTClgfbIOBgv4Itf3GSEkWA.jpg,5
Anveshanam,"Anveshanam Thriller, Mystery, Drama Aravind is informed that something unexpected has happened to his family and has to reach the hospital immediately. What awaits him comes as a shock as he is soon sucked into a miasma of questions that he has to fight to find the answers. ml",/jFNJZJgYr7kZIfUIr1y7NvTNQmb.jpg,10
Choosi Choodangaane,"Choosi Choodangaane Comedy, Drama, Romance The film portrays Siddu's life through the years, falling in love with Aishwarya for the first time while in college, and later meeting Shruti, a drummer, alongside his struggle to become a fashion photographer. te",/AiilKKpwMYxlGO6EmXGNmuinKWh.jpg,9
Jaanu,"Jaanu Drama, Romance Decades post-high school, Ram and Jaanu meet at their school's reunion and explore their past thoughts consisting of affection, care, depth and grieve all over the period of one evening. te",/2koyOXlN9mJF0CmWkiGs7IqP0ZI.jpg,9
A Rifle and a Bag,"A Rifle and a Bag Documentary Somi is pregnant with her second child. A girl, she hopes. Together with her husband she prepares for this new phase of their parenthood. It means that their son has to go to school, but as an ex-Naxalite that is tough to achieve in contemporary India, where people like them are third-rate citizens. They lack the certificates and an opaque bureaucratic process doesn't help.  Directors Isabella Rinaldi, Cristina Hanes and Arya Rothe of the NoCut Film Collective concentrate on Somi's close family ties, painting a portrait of ex-Naxalites in India. Once, Somi and her husband were communist rebels fighting for the rights of Indian tribes. However, to safeguard their family's welfare, they surrendered to the government in exchange for marginal compensation and simple accommodation. hi",/jeGqk4lcb9kLmqHvvT56niRyG1T.jpg,10
Tadap,"Tadap Action, Romance Passionate Ishana falls madly in love with Ramisa. As their love grows stronger by the day, fate plays the villain and throws one hurdle after another. hi",/nj0cMoZjLRrqN9SFW3wCXlSTYxd.jpg,4
Visions of Mookajji,"Visions of Mookajji Drama An 80-year-old widow with extra-sensory perceptions can see the history behind the objects she touches, through which she comments on evolution of culture, concepts of God, religion, relationships, humans and their sexuality, etc. kn",/iYfOXBX41UW9ObDVdmoJfGj5fUj.jpg,7
Slave,Slave Drama A working man's life is changed after he breaks the routine. hi,/hhsBEr9HdEOsluuYB1oY8Y8XoBA.jpg,7
Savaari,"Savaari Comedy, Drama, Romance Raju who rents his Badshah for weddings, meets Baagi who has been in quench of real love after her step-parents try to get her married against her wish. How did she escape that marriage is the crux of the story. te",/oSyPY5aq0gAFs4rYi4Cbx2XWSnc.jpg,9
Yeh Ballet,"Yeh Ballet Drama Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams. hi",/1gFRvSUJ3u7WFAY9TuE3gl6JTLo.jpg,7
Love Mocktail,"Love Mocktail Romance, Drama Love Mocktail is a 2020 Indian Kannada-language romantic drama film directed by Krishna in his director debut and jointly produced by Krishna, Milana Nagaraj. The film stars Krishna, Milana Nagaraj in the lead roles. The film was released on 31 January 2020. kn",/tZyFtfXdTt5KU07GUOiW5GPhZD7.jpg,0
Dia,"Dia Drama, Romance Dia tells the story of a young, introvert girl whose routine life brightens up when she falls for Rohith, one of her fellow college mates. Being an introvert girl and trying to express her love becomes the biggest challenge of her life. This romantic drama will make you lose yourself in the emotional journey of a girl falling in love. kn",/n038AswpNaZgIWfMEr5cxVAqcsB.jpg,4
Vrithra,"Vrithra Drama, Thriller While investigating a seemingly open-and-shut case, sub-inspector Indra Rao uncovers a trail that leads her way beyond the obvious and simple answers. As she follows the evidence, she is posed with a choice that could change her life as a police officer forever. kn",/3DVrgmRoGMpzDfcnEZ5M2kNAbSX.jpg,2
Shukranu,"Shukranu Comedy, Drama Set in Delhi/UP/Haryana, SHUKRANU is a comic take on the darkest phases of Indian democracy through the encounters of a would-be groom who is forcefully sterilized just days before his much-awaited marriage. hi",/1nw90Kv4jZ0z0mBcEDUs8M9vXVD.jpg,7
Gentleman,"Gentleman Action, Action, Thriller The film follows the story of a man suffering from a rare disorder called the Sleeping Beauty Syndrome (aka Kleine-Levin syndrome), which leads to excessive sleepiness and leaves him awake for less than five hours a day. kn",/mzTwCl5AgWclaQ4H0h7tyFiAooD.jpg,3
Radhe Shyam,"Radhe Shyam Drama, Romance Vikramaditya, a world-renowned palmist, believes love does not exist in his stars, until he meets Prerana. But when destiny tries to pull them apart, will love prevail? te",/szAa23SWNIgJHsvSRyQrvyFT8ef.jpg,4
Doctor,"Doctor Thriller, Comedy, Action An army doctor helps his love interest's family to find their kidnapped daughter. ta",/ySPT0USsuDFG9pqHjI50GYOeQmj.jpg,10
Vakeel Saab,"Vakeel Saab Action, Thriller, Crime, Drama Three girls find themselves accused of attempt to murder after escaping molestation. Their only hope is an alcoholic lawyer who agrees to take up the case. te",/jiIKf2tXZJDnpeDxEsA5UnH6DID.jpg,2
Bob Biswas,"Bob Biswas Crime, Thriller, Action Bob Biswas, a hitman-for-hire, comes out of a prolonged coma and struggles to recall his identity but suffers a moral dilemma when the memories of his past resurface. hi",/5CikkLfMxtKXjCDkNnzVfTwwpIL.jpg,3
Popcorn Monkey Tiger,"Popcorn Monkey Tiger Action, Crime, Drama The story narrates details of two characters Seena and Devika experiencing crime in different phases of life by meeting different people who may make them realize human values and emotions or not. kn",/c7UpkD84NVsjXsHinoRVnnO2KlC.jpg,3
Bheeshma,"Bheeshma Romance, Action, Comedy Bheeshma Prasad, a simple meme creator has his life turned around when he wages a war against a powerful agro company that creates harmful chemicals to increase the crop yield and make more money. te",/pE0ECn6buZNigSDFlpoIngDNAuD.jpg,7
Guilty,"Guilty Thriller, Drama A young woman from a small town accuses the college heartthrob of sexual assault. hi",/3bt9PrQqQv1Wtk2RaS74JjgarIQ.jpg,5
Paapam Cheyyathavar Kalleriyatte,"Paapam Cheyyathavar Kalleriyatte Comedy, Drama Papam Cheyyathavar Kalleriyatte is a sarcastic Malayalam movie against all the communal myths and traditional social taboos. It exposes the double faced human mentality in the society. ml",/uRCVYrnZjuSo1QDYmxxLSHC2Xq0.jpg,7
Inspector Vikram,"Inspector Vikram Action, Romance Inspector Vikram is the typical do-gooder cop, who also entertains and ensures no crime is left unsolved. What happens when he gets to meet a villain who is smarter than the average criminal and heads a drug racket? kn",/9e9ViB1J4rb2UKvXAEn0xilhId.jpg,3
Karuthukalai Pathivu Sei,Karuthukalai Pathivu Sei Thriller Karuthukalai Pathivu Sei  is a 2019 Indian Tamil-language critically acclaimed social crime thriller film directed by Rahul Paramahamsa. The film stars newcomer SSR Aryan in the male lead role and Upasana RC in the female lead role. The theme of the film is based on the challenges and issues confronted by women in the society due to social media.[1] Principal photography of the film commenced in late 2018. The film was released on 13 December 2019 and opened to mixed reviews ta,/eyAPHCSZy57A65aohc9EwC58Lev.jpg,0
Forensic,"Forensic Crime, Thriller A forensic analyst and an investigation officer are on a chase to hunt down a gruesome serial killer and crack one of the most famous cold cases in the history of their departments. ml",/5nnOFdY23oTr1f8NjsebvREjJdf.jpg,2
Girmit,"Girmit Action, Comedy, Drama, Family A commercial tale with an all children cast, Girmit is a one of a kind movie. kn",/cbBPQCAmW7uPs1Dfe6satQOrimr.jpg,10
Pressure Cooker,"Pressure Cooker Comedy, Drama A young man faces immense pressure from his family to move to America, get a job and have his life settled abroad. te",/lbkEA6BFS1nW8VR0xmaK3EG6Z52.jpg,5
HIT: The First Case,"HIT: The First Case Crime, Thriller, Action Vikram Rudraraju is a 30-year-old cop working for the Telangana State Police. While Vikram is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost. te",/dMxentLHEJPBMQCPXHrUKluODpe.jpg,2
Garuda Gamana Vrishabha Vahana,"Garuda Gamana Vrishabha Vahana Crime, Drama, Thriller Shiva and Hari, two friends who are polar opposites in demeanour, are the terror in Mangaladevi. What happens when ego, ambition and jealousy creeps in between their strong friendship? kn",/5jWfzHXvqLllbsVL7bvV1UVTq8s.jpg,3
Kotigobba 3,"Kotigobba 3 Action, Crime, Thriller Sathya, a philanthropist who now runs an orphanage, has to go to Poland for the treatment of young Janu. While there, an international criminal named Ghost carries out heists. Who is Ghost? And what has Sathya got to do with it all? kn",/sm1fiwP8ecOIyB5nO5Dc9l7DGd4.jpg,3
Door Ke Darshan,"Door Ke Darshan Comedy, Drama When the matriarch of a dysfunctional family wakes up after a long induced coma, the members of the household set aside their differences to help her adapt to the changes. hi",/5oVlpDcPhb2AqH2VCxafMqi4iiR.jpg,10
Jayeshbhai Jordaar,"Jayeshbhai Jordaar Comedy, Drama A non-confrontational Jayesh decides to defy his patriarchal family and flee with his pregnant wife Mudra to save their unborn daughter from foeticide. A screwball, hilarious chase begins as Jayesh's father assembles all his might to nab them. Will this unlikely hero manage to create a safe and equal haven for his daughter? hi",/dv93VspYwwNPbvdB0AcddhiDrGU.jpg,10
Jersey,"Jersey Drama An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser? hi",/yeWlYvfLMCor0cYrPb2CsQBeW4.jpg,7
Toofaan,"Toofaan Drama An inspiring story about an orphan boy from the streets of Dongri, who grows up to become a local goon of his area and how his life changes after he meets the young and compassionate Ananya, who guides him towards the right path and makes him realize his true calling i.e boxing. hi",/po432XStodavYjXDYAViB2HuI6e.jpg,7
Aankh Micholi,"Aankh Micholi Comedy, Family A family of misfits is trying to hide some secrets from the NRI suitor and his family as they want their daughter to get married to a well-to-do NRI guy resulting in a series of comical twists and turns. hi",/3di6GxX88WeMo9IjMt8BwW9wOq1.jpg,10
Shakuntala Devi,"Shakuntala Devi Drama, Family, Comedy Based on the life of Shakuntala Devi who is a well-known mathematical genius and calculating progidy from India. She has been nicknamed 'Human Computer' because of her extraordinary talent and skill in solving complex mathematical problems without any mechanical aid. hi",/8KBmoMHfdrjednxWAvkh7ARhrRJ.jpg,10
Halal Love Story,Halal Love Story Comedy A group of friends attempts to make a 'halal' film that conforms to the guidelines and descriptions of an Islamic organization which they are a part of. ml,/4vkle9iPfE1eSsHJQf14nyzSQ19.jpg,4
Devi,Devi Drama A tale of nine women navigating through an unusual sisterhood thrust upon them by circumstances. hi,/bTVDA8QVvGW5EyQLADNSNs2pltN.jpg,7
Dheet Patangey,"Dheet Patangey Drama A billion dreams came true in 1983 and 2011. Between the two big wins, four cricket-crazy friends set out to find answers and write their destinies. hi",/eHNSGOaLboi05r8bSm3YD5zGKXC.jpg,7
Vikrant Rona,"Vikrant Rona Thriller, Action, Mystery Almost half a century ago, a remote village in the middle of a tropical rain forest starts witnessing a series of unexplainable events which they attribute to the supernatural. Vikrant Rona, An eccentric police officer, is assigned to solve the mystery.  A mysterious game unfolds where everyone in the village is a potential victim and everyone is a suspect. kn",/rQ9yw7IFrDB1V8jwC48KSaAf5h3.jpg,2
Karnan,"Karnan Drama, Action Karnan, an angry young man, fights for the rights of his oppressed people. Can he save them from those who wield power and weapons? ta",/z5SxDcVWa9nokynVqBHb2IKk78J.jpg,5
Dharala Prabhu,"Dharala Prabhu Comedy An energetic youngster Prabhu who is approached by a fertility clinic to donate his sperm and make some quick money, isn't aware of how this decision might affect his future. ta",/57IxA1gh9ExAyiJghElLNOMeyjL.jpg,7
Palasa 1978,"Palasa 1978 Action, Crime, Drama Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power. te",/2aDMeXkRCz7SngIvVcd42NhuLqj.jpg,3
Torbaaz,"Torbaaz Drama At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket and soon realizes that the stakes go beyond the sport. hi",/yj44DlUalvtEKXI9Py6Xz8WypBZ.jpg,7
Darbaan,"Darbaan Drama Based on the 1891 short story by Rabindranath Tagore, follows life of a caretaker whose life is disturbed due to a single act of carelessness. hi",/iiJJoJwpdmGZJVjynRzMME6Z6Kf.jpg,7
Red,"Red Crime, Mystery, Thriller When civil engineer Siddharth is arrested for a murder on the basis of a pictorial evidence, cops discover his lookalike Aditya and realize they have only 48 hours to solve the case. te",/7cEEDAHhMGtoWfYXJxelVMRwLu0.jpg,2
O Pitta Katha,"O Pitta Katha Romance, Thriller Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her. te",/hSNQs2DrKfbyUgmai4U2CvjZ4Y1.jpg,9
Munthiri Monchan,"Munthiri Monchan Comedy, Romance Munthiri Monchan is a feel good urban romantic comedy revolves around Vivek Viswanath, a young marketing guy working in an cinema advertising firm and his accidental meeting with Ima Rajiv, who runs an online lending library startup. Deepika enters their life as the third person on a train trip to Mumbai. ml",/t58lB4AJER3q2YaTxxxoGh6RbYI.jpg,6
Ek Villain Returns,"Ek Villain Returns Action, Crime, Thriller When a singer goes missing amid a serial killing spree, a cabbie and a businessman's son cross paths in a twisted tale where good and evil is blurred. hi",/4BqMeSSPaC7spmj4Zl7htiigCkV.jpg,3
Athaiyum Thaandi,"Athaiyum Thaandi Comedy, Romance Directed by Vikinish Lokarag Asokan, this romantic drama film stars Vemanna Appannah, Yuvaraj Krishnasamy, Vanessa Cruez and Sathis Rao Chinniah. ta",/dkIR3hOcT4aN29jpAGxLv4N52ox.jpg,0
Heza,"Heza Horror, Music A musician and his wife are haunted by an evil eye hex witch who tries to find her source for mortal life through them. The protagonist slums into unrest to escape from the demonic witch's grave peal. te",/lzBEqdkmif3cSq6AjTJ8cWo0jUF.jpg,8
Shivaji Surathkal: The Case of Ranagiri Rahasya,"Shivaji Surathkal: The Case of Ranagiri Rahasya Crime, Thriller, Mystery Shivaji Surathkal, who is the Sherlock Holmes of the Karnataka Police Department, is handed over a high-profile case – the murder of the Home Minister's son. This brings him to an eerie resort in Ranagiri, near Madikeri, which seems to throw Shivaji off his game. kn",/glR6Qjw3hXB6fMYELUmEfZxK0XQ.jpg,2
O Pushpa I Hate Tears,"O Pushpa I Hate Tears Comedy, Drama, Thriller You always fall in love with those whom you want to be the part of your life. This is the only truth and only condition. When Aditya fallen in love with Pushpa, she thought that he only loves her. But she gets traumatized when she came to know that Aditya was in love with her only to get her money. He only wants money not Pushpa. Aditya wants Pushpa out of his way, so he takes the help of Shyam. But Shyam smartly get Pushpa in love with him and also get a hold on her. Shyam is so clever that its impossible for Aditya to remove Shyam from Pushpa’s life and her money. Now Aditya is helpless and feels like he lost Pushpa and her money as well. What Aditya will do now? hi",/vJq1AqtuZXJTh0qjzH93R6y8wao.jpg,7
Moksh To Maya,"Moksh To Maya Drama, Thriller Moksh To Maya is an upcoming Hindi movie directed by Manoj Singh.The Film stars Bidita Bag, Meghna Malik, Ehsaan Khan and Muni Jha as lead characters. The movie is scheduled to release in 26 July, 2019. hi",/sR1BhPrAwo8iHk0JQlErNZ1regi.jpg,0
James,"James Action, Comedy, Drama Santhosh Kumar, who goes by the name James, runs a security agency and has been commissioned to take care of a family that owns a drug cartel. He is swift, agile and deft with his work and wins the appreciation of everyone. But is there more to who Santhosh really is? kn",/3Fr7Utykumz4G7ZOxtZuNAQudX2.jpg,10
V,"V Action, Crime, Thriller A celebrated cop, DCP Aditya, faces his toughest challenge when a taunting serial killer begins targeting victims and leaving notes meant for him. Teaming with an aspiring crime novelist, he must stop four more murders to save his medals, career, and reputation while uncovering the killer's past. te",/iBVcwOVZNGNCNlOLFmcYJW83tTu.jpg,3
Stand Up,"Stand Up Drama Keerthi aspires to make it big in the stand-up world and is in search of opportunities. Through her act, she narrates the story of her friend, Diya, who was victimised by the patriarchal society. ml",/vsat7Hs21Pydv4txlMKAtfMpHJp.jpg,7
Children Of The Soil,"Children Of The Soil Animation, Music, Drama, Documentary A thought provoking short film on Indian farmers told through clay sculptures made from barren farms of the farmers who have committed suicide. hi",/sf7G2I2XdgnDIttTqeyBQ41iVtd.jpg,7
Manaroopa,"Manaroopa Drama, Thriller This movie showcases a planned get-together of five youngsters as friends after some time since they parted their ways post college graduation. They presumed that union to bring innumerable memories of their past after each of them are already settled in their respective professions. To celebrate such floodgates of memories as friends and to turn a reunion into a more exciting one, they lead to the dense forests of the Western Ghats. They are excited that such a unique get-together would unwind their kinds of pasts college friends. Their trip is aimed at many angles. They preferred going to KaradiGuhe (Bear cave) instead to share the old memories through juxtaposing friendship, love, pranks and even hatred besides discussing each other's future plans as well. kn",/ysJEKKpYC4hRXyBNi7z9rzIEWSC.jpg,7
Bunker,"Bunker Drama, War Lt. Vikram Singh is a lone survivor in a Bunker, at Poonch (Kashmir), after being hit by a mortar shell during a ceasefire violation. hi",/r7ZHopNI41ZIhgvfOSPfaNtoUBP.jpg,7
Beach Road Chetan,"Beach Road Chetan Action, Drama, Science Fiction When a happy-go-lucky kind of a guy chances upon a mysterious iPhone, his life turns topsy-turvy to unexpected consequences. te",/5Dmpz9TS9hO1re3og1q882QIPrp.jpg,1
Mugil Pete,"Mugil Pete Romance Two families stand at loggerheads in their ideologies. A family that has failed to understand that love plays an important role in a relationship, and the other believes that love is the elixir of any relationship? What happens when Raja and Apoorva fall in love? kn",/fyWvn8LkHtXfDhUpSrEFGRs4Up7.jpg,4
Babru,"Babru Drama, Thriller A breathtaking thriller about two strangers with different motives, brought together by a common language, and an epic road trip across the United States that takes interesting twists at every turn. Some journeys change destinies. kn",/fxqjNbtIcKWwSTCV0Rwsrp2BsL3.jpg,7
Maska,"Maska Comedy Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations. hi",/4tYTGLcsuxhmBtiKq57yGqh0xQO.jpg,5
Valayam,"Valayam Drama, Mystery, Thriller When his wife goes missing, Arvind must solve the mystery of her disappearance before time runs out and he becomes the prime suspect. te",/uNRSlnY8MN3JdvegLTPwxBNUIVm.jpg,2
Premam Poojyam,Premam Poojyam Romance Premam Poojyam movie is a romantic action entertainer directed by Raghavendra and produced by Dr Rakshit Kedambadi and Dr Rajkumar Janakiraman while Dr Raghavendra BS scored music for this movie.  Prem Kumar is playing the main lead role and this is his 25th Movie. kn,/4zTm8ikyVyJ3vBGo6lRgkd7UxLY.jpg,0
Sethum Aayiram Pon,"Sethum Aayiram Pon Drama, Family Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hangs heavy between them. ta",/p7YlKNQfkySBu9H7gmAv1iIlco7.jpg,10
Umakant Pandey Purush Ya,"Umakant Pandey Purush Ya Comedy, Drama It's a story of a really innocent guy from Allahabad, Somehow, he becomes doubtful about his sexuality and does many things suggested by his so-called well-wishers without thinking anything and gets stuck in more and more problems. hi",/3EnN4f9e45VSZikjPqopScuzQBk.jpg,7
Colour Photo,"Colour Photo Drama, Romance Jayakrishna is a dark-skinned guy who falls head over heels on Deepu but keeps his feelings to himself. As time passes by, a gang in his college beats him up and this issue brings Deepu closer to him. Slowly the friendship turns into love and this does not go well with Deepu’s brother Rama Raju. The rest of the story is as to how the couple reunites after facing several problems. te",/c6P4zWRUbyoknRSBr1LUR3rzJX9.jpg,4
Sakath,"Sakath Romance, Comedy A man participates in a reality show singing competition while pretending to be visually impaired. However, he witnesses a murder and then wonders how to reveal the truth without exposing his lie. kn",/y5UuYiBybRDxAdRMaZDykmCYUfu.jpg,9
Krishna Talkies,Krishna Talkies Horror A group of friends go to a village for festivities and later hear stories of some deaths in the area. They soon realize one of them is missing. Will they find her before she is killed? kn,/fCHmYcJZtAQ0gNicqOJGH9Dr1k9.jpg,8
100,"100 Crime, Thriller, Drama Honest police officer Vishnu seems to have the perfect professional and personal life. When a stranger named Harsha, who manipulates and cheats women online, enters his life, he's in for a roller-coaster ride. kn",/2vqtd7ppuozB6LQjKP0PsjXkCWE.jpg,2
Pushpa: The Rise,"Pushpa: The Rise Action, Drama, Thriller As Pushpa, a labourer, rises in the world of red sandalwood smuggling, he ends up making many enemies. However, violence ensues when the police try to topple his illegal business. te",/h6Pd89ngvl9quPVsx3KoJlQsvk9.jpg,3
Bamfaad,"Bamfaad Romance, Drama A passionate love story set in Allahabad between Naate and Neelam who meet accidentally and fall in love. They make brave choices and go through a path of love and loss to be with each other. hi",/aIVXIYYyjstoBMhCts52x6jX77.jpg,4
Thakkol,"Thakkol Thriller, Drama A young priest detests the iron-control his superior wields over him. His dreams of freedom come true when he receives a new assignment, but a mysterious key soon changes his perspective on things. ml",/nFNppoUunybueX6OWAg1HPYv5EB.jpg,5
Tony,"Tony Thriller Four psychology students plant a camera in a church's confession box and come across a serial killer confessing to murder to the priest. Life takes a bizarre turn when they meet TONY, the serial killer and go on a murdering spree with him. hi",/vhRXtrihiWmcvoiC1ad3DXVgiIx.jpg,3
Khaali Peeli,"Khaali Peeli Romance, Action, Comedy, Thriller The story is about two childhood sweethearts Pooja and Blackie who gets separated due to certain circumstances when they were kids. Pooja, who is now aprostitute, decides to escape the brothel on turning 18, with a bag full of  stolen money. She bumps into Blackie who is now a very ‘chalu’ Bombay taxi driver. He agrees to ‘drive’ her to freedom, in exchange for a hefty amount.This leads to a series of chase and escape – with the goons on Pooja's trail and the cops on the goons’ trail. hi",/ovmbklvzSu8pbIthunlKPgIjlOo.jpg,7
Chosen Few,"Chosen Few Crime, Drama Abhay Joshi, a young, bright Special Police Officer (SPO) conducts a police raid on a dingy hotel in the suburbs of Mumbai. Though the police arrest few prostitutes along with their customers in the disgusting small rooms of the hotel, Abhay seems disappointed. He had information about a graver crime. Just then, he hears a muffled scream. He spots a thin boy escaping from beneath the hotel. Few minor girls run behind him. By the time police reaches the secret door, the boy and the girls disappear into the narrow lanes. . hi",/gFcPJrZteqdGOGxyhuA75rXWshu.jpg,2
Chehre,"Chehre Thriller, Mystery, Drama An ad agency executive takes shelter at an old man's home in mountains amid a dangerous snow storm, but soon finds himself trapped with no way out when the man and his clan of veterans hook him for a game of crime and punishment. hi",/egpv58u11MxepnNwXtzdMOagRdg.jpg,3
The Girl on the Train,"The Girl on the Train Drama, Thriller When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life. hi",/6Zvov912Mm0mrjR5nEGbSujjnGE.jpg,7
Bhool Bhulaiyaa 2,"Bhool Bhulaiyaa 2 Horror, Comedy When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for eighteen years. hi",/fw0oMHiMt9qOuKEJEmzFiCNAnXc.jpg,8
Haseen Dillruba,"Haseen Dillruba Romance, Mystery, Thriller Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth. hi",/hYzaef514peQVZRWGkM3ZvJPqpJ.jpg,2
